name,flag,program,imo,mmsi,source,risk_category
ANGLO SAXON,gb,Tokyo MOU (rétentions Asie-Pacifique),9448059,,OpenSanctions,psc_detained
STAR 26,vn,Tokyo MOU (rétentions Asie-Pacifique),9367164,,OpenSanctions,psc_detained
HTK LUCKY,vn,Tokyo MOU (rétentions Asie-Pacifique),9281944,,OpenSanctions,psc_detained
SEA HERO,pa,Tokyo MOU (rétentions Asie-Pacifique),8920103,,OpenSanctions,psc_detained
VOX MAXIMA,nl,Tokyo MOU (rétentions Asie-Pacifique),9454096,,OpenSanctions,psc_detained
FLOURISH OCEAN,pa,Tokyo MOU (rétentions Asie-Pacifique),9160384,,OpenSanctions,psc_detained
AQUAVITA ETERNITY,mh,Tokyo MOU (rétentions Asie-Pacifique),9880491,,OpenSanctions,psc_detained
DIANTHUS,pa,Tokyo MOU (rétentions Asie-Pacifique),9615080,,OpenSanctions,psc_detained
ATLANTIC EXPLORER,sg,Tokyo MOU (rétentions Asie-Pacifique),9397212,,OpenSanctions,psc_detained
GOOD LUCK I,lr,Tokyo MOU (rétentions Asie-Pacifique),9249269,,OpenSanctions,psc_detained
NAVIG8 GUARD,lr,Tokyo MOU (rétentions Asie-Pacifique),9833670,,OpenSanctions,psc_detained
ELEGANT SW,pa,Tokyo MOU (rétentions Asie-Pacifique),9450167,,OpenSanctions,psc_detained
BBC ARIZONA,ag,Tokyo MOU (rétentions Asie-Pacifique),9501253,,OpenSanctions,psc_detained
ST. COLUMBA,bs,Tokyo MOU (rétentions Asie-Pacifique),9767314,,OpenSanctions,psc_detained
KAROO,ck,Tokyo MOU (rétentions Asie-Pacifique),9011894,,OpenSanctions,psc_detained
SPYROS V,mh,Tokyo MOU (rétentions Asie-Pacifique),9453365,,OpenSanctions,psc_detained
YOUNG SPIRIT,mh,Tokyo MOU (rétentions Asie-Pacifique),9686558,,OpenSanctions,psc_detained
MAC HOPE,pa,Tokyo MOU (rétentions Asie-Pacifique),9316191,,OpenSanctions,psc_detained
CALIPSO,ua,Tokyo MOU (rétentions Asie-Pacifique),8916932,,OpenSanctions,psc_detained
PEACE,cy,Tokyo MOU (rétentions Asie-Pacifique),9568067,,OpenSanctions,psc_detained
APUANA D,pa,Tokyo MOU (rétentions Asie-Pacifique),9167863,,OpenSanctions,psc_detained
RICH SAILING,sl,Tokyo MOU (rétentions Asie-Pacifique),9153991,,OpenSanctions,psc_detained
CAPE OSPREY,lr,Tokyo MOU (rétentions Asie-Pacifique),9165516,,OpenSanctions,psc_detained
AMAZING SALUTE,pa,Tokyo MOU (rétentions Asie-Pacifique),9477232,,OpenSanctions,psc_detained
ZOI,lr,Tokyo MOU (rétentions Asie-Pacifique),9216987,,OpenSanctions,psc_detained
TAO TREASURE,pa,Tokyo MOU (rétentions Asie-Pacifique),9639701,,OpenSanctions,psc_detained
SMYRNI,lr,Tokyo MOU (rétentions Asie-Pacifique),9493779,,OpenSanctions,psc_detained
YANGZE 8,lr,Tokyo MOU (rétentions Asie-Pacifique),9725732,,OpenSanctions,psc_detained
GUNVOR MAERSK,dk,Tokyo MOU (rétentions Asie-Pacifique),9302891,,OpenSanctions,psc_detained
ASIAN HARMONY,pa,Tokyo MOU (rétentions Asie-Pacifique),9196486,,OpenSanctions,psc_detained
NAVIOS SYMMETRY,lr,Tokyo MOU (rétentions Asie-Pacifique),9305099,,OpenSanctions,psc_detained
PICTOR,lr,Tokyo MOU (rétentions Asie-Pacifique),9254563,,OpenSanctions,psc_detained
LC ATHOS,lr,Tokyo MOU (rétentions Asie-Pacifique),9437103,,OpenSanctions,psc_detained
QING RU,bz,Tokyo MOU (rétentions Asie-Pacifique),9402897,,OpenSanctions,psc_detained
TONG RUN 7,bz,Tokyo MOU (rétentions Asie-Pacifique),9673563,,OpenSanctions,psc_detained
HENG YANG,sl,Tokyo MOU (rétentions Asie-Pacifique),9016923,,OpenSanctions,psc_detained
JIN HONG DA 16,sl,Tokyo MOU (rétentions Asie-Pacifique),8354550,,OpenSanctions,psc_detained
GULLWING,mt,Tokyo MOU (rétentions Asie-Pacifique),9595981,,OpenSanctions,psc_detained
STAR APOLLO,kn,Tokyo MOU (rétentions Asie-Pacifique),9644897,,OpenSanctions,psc_detained
NOZOMI,mh,Tokyo MOU (rétentions Asie-Pacifique),9323871,,OpenSanctions,psc_detained
SW CAP FERRAT I,pa,Tokyo MOU (rétentions Asie-Pacifique),9231614,,OpenSanctions,psc_detained
TROGIR,hr,Tokyo MOU (rétentions Asie-Pacifique),9222572,,OpenSanctions,psc_detained
VIVA GLOBUS,pa,Tokyo MOU (rétentions Asie-Pacifique),9251315,,OpenSanctions,psc_detained
BIRTE SELMER,mh,Tokyo MOU (rétentions Asie-Pacifique),9474254,,OpenSanctions,psc_detained
TBC PURPOSE,pa,Tokyo MOU (rétentions Asie-Pacifique),9455387,,OpenSanctions,psc_detained
ROLLDOCK SEA,nl,Tokyo MOU (rétentions Asie-Pacifique),9404704,,OpenSanctions,psc_detained
AGIA VALENTINI,cy,Tokyo MOU (rétentions Asie-Pacifique),9464895,,OpenSanctions,psc_detained
AETOLIA,bb,Tokyo MOU (rétentions Asie-Pacifique),9425813,,OpenSanctions,psc_detained
DIAS,lr,Tokyo MOU (rétentions Asie-Pacifique),9248904,,OpenSanctions,psc_detained
XIAN FENG 216,nan,Tokyo MOU (rétentions Asie-Pacifique),8555477,,OpenSanctions,psc_detained
HANNE DANICA,dk,Tokyo MOU (rétentions Asie-Pacifique),9006239,,OpenSanctions,psc_detained
TS LAEMCHABANG,mh,Tokyo MOU (rétentions Asie-Pacifique),9744661,,OpenSanctions,psc_detained
EQUINOX,pa,Tokyo MOU (rétentions Asie-Pacifique),9587879,,OpenSanctions,psc_detained
HYUNDAI TOKYO,cy,Tokyo MOU (rétentions Asie-Pacifique),9305673,,OpenSanctions,psc_detained
HUAYANG ENDEAVOUR,hk,Tokyo MOU (rétentions Asie-Pacifique),9591492,,OpenSanctions,psc_detained
ILL GAP,pa,Tokyo MOU (rétentions Asie-Pacifique),9294305,,OpenSanctions,psc_detained
PACIFIC CENTURION,sg,Tokyo MOU (rétentions Asie-Pacifique),9455131,,OpenSanctions,psc_detained
COPIHUE TIGER,pa,Tokyo MOU (rétentions Asie-Pacifique),9875288,,OpenSanctions,psc_detained
MSC MESSINA,lr,Tokyo MOU (rétentions Asie-Pacifique),9074042,,OpenSanctions,psc_detained
GLOBAL PROSPERITY,pa,Tokyo MOU (rétentions Asie-Pacifique),9316969,,OpenSanctions,psc_detained
NEO BEACHWOOD,pa,Tokyo MOU (rétentions Asie-Pacifique),9590929,,OpenSanctions,psc_detained
EASTERN HOPE,mh,Tokyo MOU (rétentions Asie-Pacifique),9700847,,OpenSanctions,psc_detained
MELISSUS,lr,Tokyo MOU (rétentions Asie-Pacifique),9491989,,OpenSanctions,psc_detained
PUTRI SAMUDRA,pw,Tokyo MOU (rétentions Asie-Pacifique),9188788,,OpenSanctions,psc_detained
HYUNDAI SPEED,gr,Tokyo MOU (rétentions Asie-Pacifique),9475698,,OpenSanctions,psc_detained
AKIJ NOBLE,bd,Tokyo MOU (rétentions Asie-Pacifique),9340491,,OpenSanctions,psc_detained
EVER USEFUL,pa,Tokyo MOU (rétentions Asie-Pacifique),9168879,,OpenSanctions,psc_detained
OPUS ONE,pa,Tokyo MOU (rétentions Asie-Pacifique),9385441,,OpenSanctions,psc_detained
PALEISGRACHT,nl,Tokyo MOU (rétentions Asie-Pacifique),9448346,,OpenSanctions,psc_detained
KSL SAKURA,hk,Tokyo MOU (rétentions Asie-Pacifique),9719941,,OpenSanctions,psc_detained
HYUNDAI MASAN,mh,Tokyo MOU (rétentions Asie-Pacifique),9469883,,OpenSanctions,psc_detained
ELOS,pa,Tokyo MOU (rétentions Asie-Pacifique),9493872,,OpenSanctions,psc_detained
MSC YUVIKA V,lr,Tokyo MOU (rétentions Asie-Pacifique),9141285,,OpenSanctions,psc_detained
XIANG HONG 21,sl,Tokyo MOU (rétentions Asie-Pacifique),9268617,,OpenSanctions,psc_detained
YU BRIGHT,bz,Tokyo MOU (rétentions Asie-Pacifique),9109938,,OpenSanctions,psc_detained
JIA DE,pa,Tokyo MOU (rétentions Asie-Pacifique),8989848,,OpenSanctions,psc_detained
UBC SAIKI,cy,Tokyo MOU (rétentions Asie-Pacifique),9255062,,OpenSanctions,psc_detained
SEAPOWER II,mt;pa,Tokyo MOU (rétentions Asie-Pacifique),9269233,,OpenSanctions,psc_detained
THOR FRIEND,hk,Tokyo MOU (rétentions Asie-Pacifique),9499967,,OpenSanctions,psc_detained
SG FOUNDATION,pa,Tokyo MOU (rétentions Asie-Pacifique),9483293,,OpenSanctions,psc_detained
MAHO CORAL,hk,Tokyo MOU (rétentions Asie-Pacifique),9780706,,OpenSanctions,psc_detained
HAI SOON 48,ck,Tokyo MOU (rétentions Asie-Pacifique),9166974,,OpenSanctions,psc_detained
JIN ZENG 5,bo,Tokyo MOU (rétentions Asie-Pacifique),1061934,,OpenSanctions,psc_detained
GENIUS,cy,Tokyo MOU (rétentions Asie-Pacifique),9566992,,OpenSanctions,psc_detained
WADI SAFAGA,eg,Tokyo MOU (rétentions Asie-Pacifique),9460734,,OpenSanctions,psc_detained
NORTHERN DIPLOMAT,lr,Tokyo MOU (rétentions Asie-Pacifique),9353230,,OpenSanctions,psc_detained
HONG YONG JI YUN,pa,Tokyo MOU (rétentions Asie-Pacifique),1047275,,OpenSanctions,psc_detained
FLY FREE,sl,Tokyo MOU (rétentions Asie-Pacifique),1092684,,OpenSanctions,psc_detained
MERCURY LUCKY,pw,Tokyo MOU (rétentions Asie-Pacifique),9202106,,OpenSanctions,psc_detained
TOHO MARU,tz,Tokyo MOU (rétentions Asie-Pacifique),8925165,,OpenSanctions,psc_detained
DONG ZHAO,bz,Tokyo MOU (rétentions Asie-Pacifique),8817019,,OpenSanctions,psc_detained
MIMOSA III,pa,Tokyo MOU (rétentions Asie-Pacifique),9524827,,OpenSanctions,psc_detained
THEOTOKOS,vc,Tokyo MOU (rétentions Asie-Pacifique),9595761,,OpenSanctions,psc_detained
WANG JIA,pa,Tokyo MOU (rétentions Asie-Pacifique),9118434,,OpenSanctions,psc_detained
STO LOBELIA,kr,Tokyo MOU (rétentions Asie-Pacifique),9279927,,OpenSanctions,psc_detained
SPRING BREEZE,pa,Tokyo MOU (rétentions Asie-Pacifique),9610200,,OpenSanctions,psc_detained
MARIGO P,gr,Tokyo MOU (rétentions Asie-Pacifique),9689706,,OpenSanctions,psc_detained
MSC CHULAI III,pa,Tokyo MOU (rétentions Asie-Pacifique),9305013,,OpenSanctions,psc_detained
BLUE NINE,cy,Tokyo MOU (rétentions Asie-Pacifique),9555436,,OpenSanctions,psc_detained
FU RUI,pa,Tokyo MOU (rétentions Asie-Pacifique),9538490,,OpenSanctions,psc_detained
RIO MADEIRA,sg,Tokyo MOU (rétentions Asie-Pacifique),9348106,,OpenSanctions,psc_detained
DAEJOO ARIRANG 2,pa,Tokyo MOU (rétentions Asie-Pacifique),9266138,,OpenSanctions,psc_detained
CLIPPER BELLE,pa,Tokyo MOU (rétentions Asie-Pacifique),9615119,,OpenSanctions,psc_detained
LANG MAS III,mn,Tokyo MOU (rétentions Asie-Pacifique),8622854,,OpenSanctions,psc_detained
TORM ASTRID,sg,Tokyo MOU (rétentions Asie-Pacifique),9510682,,OpenSanctions,psc_detained
EUROSKY,lr,Tokyo MOU (rétentions Asie-Pacifique),9546215,,OpenSanctions,psc_detained
DUBAI TOWER,lr,Tokyo MOU (rétentions Asie-Pacifique),9433066,,OpenSanctions,psc_detained
LISBON,pt,Tokyo MOU (rétentions Asie-Pacifique),9248148,,OpenSanctions,psc_detained
BLUE CHIP,pa,Tokyo MOU (rétentions Asie-Pacifique),9374222,,OpenSanctions,psc_detained
YOULIAN QINGDAO,pa,Tokyo MOU (rétentions Asie-Pacifique),8599825,,OpenSanctions,psc_detained
BUNUN HERO,pa,Tokyo MOU (rétentions Asie-Pacifique),9738894,,OpenSanctions,psc_detained
CENTURY EAGLE,mh,Tokyo MOU (rétentions Asie-Pacifique),9284843,,OpenSanctions,psc_detained
MARINE PEARL,pa,Tokyo MOU (rétentions Asie-Pacifique),9229350,,OpenSanctions,psc_detained
GRAND SAPPHIRE,pa,Tokyo MOU (rétentions Asie-Pacifique),9325233,,OpenSanctions,psc_detained
JANESIA ASPHALT VI,pa,Tokyo MOU (rétentions Asie-Pacifique),9459577,,OpenSanctions,psc_detained
XH EXPLORER,lr,Tokyo MOU (rétentions Asie-Pacifique),9254680,,OpenSanctions,psc_detained
NEW LUCKY II,mh,Tokyo MOU (rétentions Asie-Pacifique),9283605,,OpenSanctions,psc_detained
SU YAN CHENG GONG 0518,sl,Tokyo MOU (rétentions Asie-Pacifique),8358075,,OpenSanctions,psc_detained
GRANDE BALTIMORA,it,Tokyo MOU (rétentions Asie-Pacifique),9784037,,OpenSanctions,psc_detained
MILLENNIUM LEADER,pa,Tokyo MOU (rétentions Asie-Pacifique),9141211,,OpenSanctions,psc_detained
HISTORY MARIA,sl,Tokyo MOU (rétentions Asie-Pacifique),9348998,,OpenSanctions,psc_detained
FURIOUS,im,Tokyo MOU (rétentions Asie-Pacifique),9398735,,OpenSanctions,psc_detained
YUAN QIAO,bz,Tokyo MOU (rétentions Asie-Pacifique),9415313,,OpenSanctions,psc_detained
LINDA HOPE,pa,Tokyo MOU (rétentions Asie-Pacifique),9567984,,OpenSanctions,psc_detained
EAST PIONEER,pa,Tokyo MOU (rétentions Asie-Pacifique),9131838,,OpenSanctions,psc_detained
SEIYO GROWTH,pa,Tokyo MOU (rétentions Asie-Pacifique),9423619,,OpenSanctions,psc_detained
FAIRCHEM CHARGER,mh,Tokyo MOU (rétentions Asie-Pacifique),9367401,,OpenSanctions,psc_detained
RIALTO,cm,Tokyo MOU (rétentions Asie-Pacifique),9160530,,OpenSanctions,psc_detained
HARBOUR HORIZON,my,Tokyo MOU (rétentions Asie-Pacifique),9242613,,OpenSanctions,psc_detained
TM HAI HA 818,vn,Tokyo MOU (rétentions Asie-Pacifique),9382499,,OpenSanctions,psc_detained
ERVING,gb,Tokyo MOU (rétentions Asie-Pacifique),9463023,,OpenSanctions,psc_detained
SOUTHERN ROBIN,lr,Tokyo MOU (rétentions Asie-Pacifique),9749714,,OpenSanctions,psc_detained
PRIVLAKA,hr,Tokyo MOU (rétentions Asie-Pacifique),9302463,,OpenSanctions,psc_detained
NAZMI C,pa,Tokyo MOU (rétentions Asie-Pacifique),9577769,,OpenSanctions,psc_detained
DE XIN SHANG HAI,pa,Tokyo MOU (rétentions Asie-Pacifique),1061843,,OpenSanctions,psc_detained
OCEAN CROWN,cy,Tokyo MOU (rétentions Asie-Pacifique),9317107,,OpenSanctions,psc_detained
CHANG LIAN HAI,sl,Tokyo MOU (rétentions Asie-Pacifique),8662775,,OpenSanctions,psc_detained
FAIR OCEAN,pa,Tokyo MOU (rétentions Asie-Pacifique),9652480,,OpenSanctions,psc_detained
KIRAN CARIBBEAN,mt,Tokyo MOU (rétentions Asie-Pacifique),9718571,,OpenSanctions,psc_detained
BUXMELODY,lr,Tokyo MOU (rétentions Asie-Pacifique),9377145,,OpenSanctions,psc_detained
MMA MAJESTIC,my,Tokyo MOU (rétentions Asie-Pacifique),9657935,,OpenSanctions,psc_detained
KISO,pa,Tokyo MOU (rétentions Asie-Pacifique),9379894,,OpenSanctions,psc_detained
TAO ACE,pa,Tokyo MOU (rétentions Asie-Pacifique),9639696,,OpenSanctions,psc_detained
MARIBELLA,mt,Tokyo MOU (rétentions Asie-Pacifique),9316672,,OpenSanctions,psc_detained
ANITA,gm,Tokyo MOU (rétentions Asie-Pacifique),9203253,,OpenSanctions,psc_detained
XIN FENG HAI 8,cn,Tokyo MOU (rétentions Asie-Pacifique),9656711,,OpenSanctions,psc_detained
MSC CHANNE,pt,Tokyo MOU (rétentions Asie-Pacifique),9710438,,OpenSanctions,psc_detained
GLOBAL CHERYLYN,ck,Tokyo MOU (rétentions Asie-Pacifique),9540924,,OpenSanctions,psc_detained
XING GUANG 5,bz,Tokyo MOU (rétentions Asie-Pacifique),9367126,,OpenSanctions,psc_detained
AUTAI,pa,Tokyo MOU (rétentions Asie-Pacifique),9554705,,OpenSanctions,psc_detained
ACACIA HAWK,hk,Tokyo MOU (rétentions Asie-Pacifique),9244207,,OpenSanctions,psc_detained
HONG JIA 21,pa,Tokyo MOU (rétentions Asie-Pacifique),8358104,,OpenSanctions,psc_detained
PACIFIC HUMILITY,pt,Tokyo MOU (rétentions Asie-Pacifique),9423633,,OpenSanctions,psc_detained
EM VITALITY,ck,Tokyo MOU (rétentions Asie-Pacifique),9102265,,OpenSanctions,psc_detained
XING GUANG 18,pa,Tokyo MOU (rétentions Asie-Pacifique),9530620,,OpenSanctions,psc_detained
CHORUS,pa,Tokyo MOU (rétentions Asie-Pacifique),9461116,,OpenSanctions,psc_detained
YALDA,tz,Tokyo MOU (rétentions Asie-Pacifique),8870190,,OpenSanctions,psc_detained
UBC THESSALONIKI,cy,Tokyo MOU (rétentions Asie-Pacifique),9718454,,OpenSanctions,psc_detained
AFRICAN LOGRUNNER,bs,Tokyo MOU (rétentions Asie-Pacifique),9733258,,OpenSanctions,psc_detained
XIANG SHAN,pa,Tokyo MOU (rétentions Asie-Pacifique),8669888,,OpenSanctions,psc_detained
TRANSIT LUGOVAYA,ru,Tokyo MOU (rétentions Asie-Pacifique),9319583,,OpenSanctions,psc_detained
XIN RUI 1,bz,Tokyo MOU (rétentions Asie-Pacifique),8661408,,OpenSanctions,psc_detained
KATAH,kr,Tokyo MOU (rétentions Asie-Pacifique),9105360,,OpenSanctions,psc_detained
SKYHIGH SW,pa,Tokyo MOU (rétentions Asie-Pacifique),9606663,,OpenSanctions,psc_detained
JIN YANG,pa,Tokyo MOU (rétentions Asie-Pacifique),9458676,,OpenSanctions,psc_detained
AMIS WISDOM III,pa,Tokyo MOU (rétentions Asie-Pacifique),9573866,,OpenSanctions,psc_detained
RICH QUEEN,pa,Tokyo MOU (rétentions Asie-Pacifique),9396036,,OpenSanctions,psc_detained
CAPE CELTIC,pa,Tokyo MOU (rétentions Asie-Pacifique),9409144,,OpenSanctions,psc_detained
MR ARIES,mh,Tokyo MOU (rétentions Asie-Pacifique),9421336,,OpenSanctions,psc_detained
BBC CARIBBEAN,ag,Tokyo MOU (rétentions Asie-Pacifique),9378242,,OpenSanctions,psc_detained
WISDOM GRACE,pa,Tokyo MOU (rétentions Asie-Pacifique),9180047,,OpenSanctions,psc_detained
THEODOROS P,lr,Tokyo MOU (rétentions Asie-Pacifique),9589970,,OpenSanctions,psc_detained
OSAKA VOYAGER,kr,Tokyo MOU (rétentions Asie-Pacifique),9329576,,OpenSanctions,psc_detained
HD GOLD,vn,Tokyo MOU (rétentions Asie-Pacifique),9608570,,OpenSanctions,psc_detained
X-PRESS KHYBER,lr,Tokyo MOU (rétentions Asie-Pacifique),9374571,,OpenSanctions,psc_detained
LUNA SPIRIT,pa,Tokyo MOU (rétentions Asie-Pacifique),9372315,,OpenSanctions,psc_detained
AURORA SB,cy,Tokyo MOU (rétentions Asie-Pacifique),9478810,,OpenSanctions,psc_detained
CAPE MED,lr,Tokyo MOU (rétentions Asie-Pacifique),9316828,,OpenSanctions,psc_detained
ENERGY SUNRISE,pa,Tokyo MOU (rétentions Asie-Pacifique),9582544,,OpenSanctions,psc_detained
SINAR TONDANO,id,Tokyo MOU (rétentions Asie-Pacifique),9525209,,OpenSanctions,psc_detained
BALTIC PATRIOT,bs,Tokyo MOU (rétentions Asie-Pacifique),9038488,,OpenSanctions,psc_detained
SANDERLING ACE,mh,Tokyo MOU (rétentions Asie-Pacifique),9409481,,OpenSanctions,psc_detained
SC ETERNITY XLVII,id,Tokyo MOU (rétentions Asie-Pacifique),9151448,,OpenSanctions,psc_detained
CHEMROAD HAYA,pa,Tokyo MOU (rétentions Asie-Pacifique),9303649,,OpenSanctions,psc_detained
JPS BARCELONA,lr,Tokyo MOU (rétentions Asie-Pacifique),9483217,,OpenSanctions,psc_detained
PARSIFAL,lr,Tokyo MOU (rétentions Asie-Pacifique),9318060,,OpenSanctions,psc_detained
DUKAT,sl,Tokyo MOU (rétentions Asie-Pacifique),7927714,,OpenSanctions,psc_detained
YU BANG 228,bz,Tokyo MOU (rétentions Asie-Pacifique),8591768,,OpenSanctions,psc_detained
YUYO MARU,jp,Tokyo MOU (rétentions Asie-Pacifique),9124067,,OpenSanctions,psc_detained
UNION RICH,pa,Tokyo MOU (rétentions Asie-Pacifique),9202807,,OpenSanctions,psc_detained
JIA HE 88,kh,Tokyo MOU (rétentions Asie-Pacifique),9666728,,OpenSanctions,psc_detained
VEGA,lr,Tokyo MOU (rétentions Asie-Pacifique),9456537,,OpenSanctions,psc_detained
CASSIOPEA,lt,Tokyo MOU (rétentions Asie-Pacifique),9047269,,OpenSanctions,psc_detained
MSC TRADER II,lr,Tokyo MOU (rétentions Asie-Pacifique),9230775,,OpenSanctions,psc_detained
PVT AZURA,vn,Tokyo MOU (rétentions Asie-Pacifique),9423683,,OpenSanctions,psc_detained
EVER VANTAGE,pa,Tokyo MOU (rétentions Asie-Pacifique),9449314,,OpenSanctions,psc_detained
SUN RUBY,hk,Tokyo MOU (rétentions Asie-Pacifique),9274551,,OpenSanctions,psc_detained
WISBY ATLANTIC,se,Tokyo MOU (rétentions Asie-Pacifique),9810214,,OpenSanctions,psc_detained
CASPIAN HARMONY,hk,Tokyo MOU (rétentions Asie-Pacifique),9766645,,OpenSanctions,psc_detained
GT WIN,vn,Tokyo MOU (rétentions Asie-Pacifique),9341354,,OpenSanctions,psc_detained
SERI CENDERAWASIH,my,Tokyo MOU (rétentions Asie-Pacifique),9714288,,OpenSanctions,psc_detained
KONSTANTIN JACOB,lr,Tokyo MOU (rétentions Asie-Pacifique),9482847,,OpenSanctions,psc_detained
SEA LADY,mh,Tokyo MOU (rétentions Asie-Pacifique),9266188,,OpenSanctions,psc_detained
INTAN DAYA 8,id,Tokyo MOU (rétentions Asie-Pacifique),9663257,,OpenSanctions,psc_detained
ARK,bz,Tokyo MOU (rétentions Asie-Pacifique),8504260,,OpenSanctions,psc_detained
PILATUS MARINE,kn,Tokyo MOU (rétentions Asie-Pacifique),9602992,,OpenSanctions,psc_detained
EURIPIDES GRAECIA,cy,Tokyo MOU (rétentions Asie-Pacifique),9843742,,OpenSanctions,psc_detained
GOLDEN HOPE,pa,Tokyo MOU (rétentions Asie-Pacifique),9233260,,OpenSanctions,psc_detained
HEEMSKERKGRACHT,nl,Tokyo MOU (rétentions Asie-Pacifique),9443669,,OpenSanctions,psc_detained
RINA,kp,Tokyo MOU (rétentions Asie-Pacifique),9133290,,OpenSanctions,psc_detained
WAN JING HONG,mn,Tokyo MOU (rétentions Asie-Pacifique),7508336,,OpenSanctions,psc_detained
TAI XIANG,tz,Tokyo MOU (rétentions Asie-Pacifique),9005625,,OpenSanctions,psc_detained
IVY UNICORN,mh,Tokyo MOU (rétentions Asie-Pacifique),9514080,,OpenSanctions,psc_detained
CONSOLIDATOR,ag;mh,Tokyo MOU (rétentions Asie-Pacifique),9368869,,OpenSanctions,psc_detained
SPINEL,cy;pa,Tokyo MOU (rétentions Asie-Pacifique),9644823,,OpenSanctions,psc_detained
HARDANGER,mh,Tokyo MOU (rétentions Asie-Pacifique),9079119,,OpenSanctions,psc_detained
CAPTAIN DIAMANTIS,lr,Tokyo MOU (rétentions Asie-Pacifique),9212242,,OpenSanctions,psc_detained
SEASTAR ENDURANCE,pa,Tokyo MOU (rétentions Asie-Pacifique),9588873,,OpenSanctions,psc_detained
LAKE DAWN,pa,Tokyo MOU (rétentions Asie-Pacifique),9643556,,OpenSanctions,psc_detained
RUN SHENG,pa,Tokyo MOU (rétentions Asie-Pacifique),9179464,,OpenSanctions,psc_detained
INSIGHT,mh,Tokyo MOU (rétentions Asie-Pacifique),9790907,,OpenSanctions,psc_detained
RISUN 5,bz,Tokyo MOU (rétentions Asie-Pacifique),8974714,,OpenSanctions,psc_detained
EURO STAR,pa,Tokyo MOU (rétentions Asie-Pacifique),8319055,,OpenSanctions,psc_detained
BULK SANTIAGO,lr,Tokyo MOU (rétentions Asie-Pacifique),9844605,,OpenSanctions,psc_detained
TQ SAMSUN,lr,Tokyo MOU (rétentions Asie-Pacifique),9125566,,OpenSanctions,psc_detained
STAR OMICRON,mh,Tokyo MOU (rétentions Asie-Pacifique),9313022,,OpenSanctions,psc_detained
OCEAN SATOKO,pa,Tokyo MOU (rétentions Asie-Pacifique),9610638,,OpenSanctions,psc_detained
OCEANIC,lr,Tokyo MOU (rétentions Asie-Pacifique),9392444,,OpenSanctions,psc_detained
WINDA,pa,Tokyo MOU (rétentions Asie-Pacifique),9111369,,OpenSanctions,psc_detained
PACIFIC HONG KONG,hk,Tokyo MOU (rétentions Asie-Pacifique),9778478,,OpenSanctions,psc_detained
DL OLIVE,lr,Tokyo MOU (rétentions Asie-Pacifique),9657014,,OpenSanctions,psc_detained
RICH ANNA,bz,Tokyo MOU (rétentions Asie-Pacifique),9366847,,OpenSanctions,psc_detained
DIMA,tg,Tokyo MOU (rétentions Asie-Pacifique),9008043,,OpenSanctions,psc_detained
BONNEVILLE,mh,Tokyo MOU (rétentions Asie-Pacifique),9497323,,OpenSanctions,psc_detained
ZHENXIN 968,ga,Tokyo MOU (rétentions Asie-Pacifique),1121203,,OpenSanctions,psc_detained
YI SHUN 89,mn,Tokyo MOU (rétentions Asie-Pacifique),8523890,,OpenSanctions,psc_detained
ATLANTIC RAY,dm,Tokyo MOU (rétentions Asie-Pacifique),8900983,,OpenSanctions,psc_detained
FORTUNE OCEAN,pa,Tokyo MOU (rétentions Asie-Pacifique),9010010,,OpenSanctions,psc_detained
NIGHTSKY,bs,Tokyo MOU (rétentions Asie-Pacifique),9847243,,OpenSanctions,psc_detained
HAVEN GUARDER,pa,Tokyo MOU (rétentions Asie-Pacifique),9106704,,OpenSanctions,psc_detained
ELIM,kr,Tokyo MOU (rétentions Asie-Pacifique),9232553,,OpenSanctions,psc_detained
DAI TAY DUONG 36,vn,Tokyo MOU (rétentions Asie-Pacifique),9608623,,OpenSanctions,psc_detained
V BROS,mh,Tokyo MOU (rétentions Asie-Pacifique),9474204,,OpenSanctions,psc_detained
O7 GAJA,ag,Tokyo MOU (rétentions Asie-Pacifique),9273791,,OpenSanctions,psc_detained
MSXT EMILY,lr,Tokyo MOU (rétentions Asie-Pacifique),9929302,,OpenSanctions,psc_detained
